PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
29314065,Platelet-Rich Fibrin Combined With a Porous Hydroxyapatite Graft for the Treatment of 3-Wall Intrabony Defects in Chronic Periodontitis: A Randomized Controlled Clinical Trial.,2017 Dec,Journal of periodontology,Pradeep AR; Bajaj P; Rao NS; Agarwal E; Naik SB,Journal Article; Randomized Controlled Trial,"Adult; Alveolar Bone Loss/surgery/therapy; Bone Regeneration; Bone Transplantation/*methods; Chronic Periodontitis/*surgery/*therapy; Double-Blind Method; Durapatite/*therapeutic use; Female; Fibrin/therapeutic use; Guided Tissue Regeneration, Periodontal/*methods; Humans; Male; Periodontal Attachment Loss/surgery/therapy; Periodontal Index; *Platelet-Rich Fibrin; Surgical Flaps/surgery",Clinical
24192073,Clinical and subclinical effects of power brushing following experimental induction of biofilm overgrowth in subjects representing a spectrum of periodontal disease.,2013 Dec,Journal of clinical periodontology,Aspiras MB; Barros SP; Moss KL; Barrow DA; Phillips ST; Mendoza L; de Jager M; Ward M; Offenbacher S,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Acute-Phase Proteins/analysis; Adult; Bacteria/classification; Biofilms/*growth & development; Biomarkers/analysis; Dental Plaque/*microbiology/therapy; Electrical Equipment and Supplies; Female; Gingival Hemorrhage/microbiology/therapy; Gingivitis/microbiology/therapy; Humans; Interleukin 1 Receptor Antagonist Protein/analysis; Interleukin-1beta/analysis; Interleukin-8/analysis; Lipocalin-2; Lipocalins/analysis; Male; Matrix Metalloproteinases/analysis; Microarray Analysis; Periodontal Diseases/classification/*microbiology/therapy; Periodontal Pocket/classification/microbiology/therapy; Proto-Oncogene Proteins/analysis; Saliva/chemistry; Single-Blind Method; Tissue Inhibitor of Metalloproteinases/analysis; Toothbrushing/*instrumentation/methods,Clinical
32436173,Evaluation of biochemical and clinical effects of hyaluronic acid on non-surgical periodontal treatment: a randomized controlled trial.,2020 Nov,Irish journal of medical science,Aydinyurt HS; Akbal D; Altindal D; Bozoglan A; Ertugrul AS; Demir H,Journal Article; Randomized Controlled Trial,Adult; Female; Humans; Hyaluronic Acid/pharmacology/*therapeutic use; Male; Middle Aged; Periodontitis/*drug therapy; Young Adult,Clinical
31664143,Study of Periodontal Health in Almada-Seixal (SoPHiAS): a cross-sectional study in the Lisbon Metropolitan Area.,2019 Oct 29,Scientific reports,Botelho J; Machado V; Proenca L; Alves R; Cavacas MA; Amaro L; Mendes JJ,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Adolescent; Adult; Age Factors; Aged; Aged, 80 and over; Cross-Sectional Studies; Female; Humans; Male; Middle Aged; *Oral Health; Periodontitis/*epidemiology; Portugal; Prevalence; Risk Factors",Clinical
34057339,The Relationship Between Periodontal Disease and ABO Blood Groups: A Cross-Sectional Study.,2021 Jun 1,Oral health & preventive dentistry,Al-Askar M; AlMoharib HS; Alaqeely R; Talakey AA; Alzoman H; Alshihri A,Journal Article,ABO Blood-Group System; Cross-Sectional Studies; Female; *Gingivitis/epidemiology; Humans; Male; *Periodontal Diseases/epidemiology; *Periodontitis,Clinical
39185693,Combined application of Er:YAG laser and low-level laser in non-surgical treatment of periodontitis.,2025 Mar,Journal of periodontology,Cheng Z; Li W; Wang J; Huang X; Jia X; Zhou X,Comparative Study; Journal Article; Randomized Controlled Trial,"Humans; *Lasers, Solid-State/therapeutic use; Female; Dental Scaling/methods; Male; *Low-Level Light Therapy/methods; Root Planing/methods; Combined Modality Therapy; Middle Aged; Adult; Periodontal Pocket/radiotherapy/therapy; Periodontal Index; Gingival Crevicular Fluid/chemistry; Dental Plaque Index; *Periodontitis/radiotherapy/therapy; Tumor Necrosis Factor-alpha/analysis; Periodontal Attachment Loss/radiotherapy/therapy; Follow-Up Studies; Interleukin-10/analysis; Interleukin-1beta/analysis; Dental Plaque/microbiology; Treatment Outcome; Chronic Periodontitis/radiotherapy",Clinical
27468795,Propolis Improves Periodontal Status and Glycemic Control in Patients With Type 2 Diabetes Mellitus and Chronic Periodontitis: A Randomized Clinical Trial.,2016 Dec,Journal of periodontology,El-Sharkawy HM; Anees MM; Van Dyke TE,Journal Article; Randomized Controlled Trial,"Anti-Infective Agents/*therapeutic use; Chronic Periodontitis/complications/*drug therapy; Dental Scaling; Diabetes Mellitus, Type 2/*complications; Humans; Periodontal Attachment Loss; Periodontal Index; Propolis/*therapeutic use; Root Planing",Clinical
40676568,Management of periodontitis by three different approaches to non-surgical periodontal debridement- a randomized comparative clinical study.,2025 Jul 17,BMC oral health,Chathurika Padmakumari KM; Gunasekara UM; Pallegama R; Tilakaratne A,Comparative Study; Journal Article; Randomized Controlled Trial,Humans; Male; Female; *Periodontal Debridement/methods; Middle Aged; *Periodontitis/therapy; Adult; Dental Scaling/methods; Periodontal Index; Periodontal Pocket/therapy; Treatment Outcome; Disinfection/methods; Dental Plaque Index; Root Planing; Debridement/methods,Clinical
31298357,Proteomic evaluation of GCF in the development of pregnancy related periodontal disease: a pilot clinical study.,2019 Jun,European review for medical and pharmacological sciences,Dassatti L; Manicone PF; Iavarone F; Stefanelli N; Nicoletti F; Lazzareschi I; Luciano RPM; Castagnola M; D'Addona A,Controlled Clinical Trial; Journal Article,"Adult; Chromatography, High Pressure Liquid; Dental Care; Female; Gingival Crevicular Fluid/*metabolism; Humans; Mass Spectrometry; Peptides/analysis; Periodontal Diseases/metabolism/*prevention & control; Pilot Projects; Postpartum Period; Pregnancy; Pregnancy Complications/metabolism/*prevention & control; Proteomics/*methods; Young Adult",Clinical
25922833,Identification of subgingival periodontal pathogens and association with the severity of periodontitis in patients with chronic kidney diseases: a cross-sectional study.,2015,BioMed research international,Ismail FB; Ismail G; Dumitriu AS; Baston C; Berbecar V; Jurubita R; Andronesi A; Dumitriu HT; Sinescu I,Journal Article,"Adolescent; Adult; Age Factors; Aged; Cross-Sectional Studies; Dental Plaque Index; Female; Humans; Male; Middle Aged; Periodontal Pocket/*microbiology/pathology; Periodontitis/complications/*microbiology/pathology; Porphyromonas gingivalis/isolation & purification/pathogenicity; Renal Insufficiency, Chronic/*complications/microbiology/pathology; Treponema denticola/isolation & purification/pathogenicity",Clinical
39445594,Study on the Mechanism of Nd:YAG Laser-Assisted Therapy on the Changes of Subgingival Flora in Periodontitis.,2024 Oct 24,Oral health & preventive dentistry,Xie Y; Peng Y; Zhou T; Lu S; Wu J,Journal Article; Randomized Controlled Trial,"Humans; *Lasers, Solid-State/therapeutic use; Female; Male; *Periodontitis/microbiology/therapy/radiotherapy; Adult; Middle Aged; Root Planing/methods; Gingival Crevicular Fluid/microbiology/chemistry; Interleukin-1beta/analysis/metabolism; Subgingival Curettage/methods; Tumor Necrosis Factor-alpha/analysis/metabolism; Periodontal Index; Microbiota",Clinical
38720276,"Effect of erbium, chromium-doped: yttrium, scandium, gallium, and garnet laser-assisted periodontal therapy using radial firing tip during early healing period: a randomized controlled split-mouth clinical trial.",2024 May 8,BMC oral health,Park JS; Jung H; Ryu JJ; Koo KT; Lee J,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Humans; Single-Blind Method; Female; Male; *Lasers, Solid-State/therapeutic use; *Periodontal Index; Adult; *Dental Scaling/methods; *Gingival Crevicular Fluid/chemistry; Middle Aged; *Root Planing/methods; *Periodontal Pocket/therapy; Wound Healing; Treatment Outcome; Follow-Up Studies; Chromium/therapeutic use; Periodontitis/therapy; Gallium/therapeutic use",Clinical
20059590,Periodontal disease in mothers indicates risk in their children.,2010 Jan,International journal of paediatric dentistry,Pahkla ER; Jogi E; Nurk A; Pisarev H; Koppel T; Naaber P; Saag M; Loivukene K,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Adult; Aggregatibacter actinomycetemcomitans/isolation & purification; Child; Child, Preschool; Chronic Periodontitis/*classification/microbiology; Colony Count, Microbial; Dental Plaque Index; Female; Gingival Hemorrhage/classification/microbiology; Gingivitis/classification/microbiology; Humans; Male; *Mother-Child Relations; Mouth/microbiology; Oral Hygiene; Periodontal Index; Periodontitis/classification/microbiology; Prevotella intermedia/isolation & purification; Prevotella nigrescens/isolation & purification; Risk Assessment; Risk Factors",Clinical
28708039,Comparison of Endothelial Function in Healthy Patients and Patients With Chronic Periodontitis and Myocardial Infarction.,2017 Dec,Journal of periodontology,Punj A; Shenoy SB; Subramanyam K,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Case-Control Studies; Chronic Periodontitis/*pathology; Endothelium, Vascular/*pathology; Female; Humans; Lipids/blood; Male; Middle Aged; Myocardial Infarction/*pathology; Periodontium/pathology; Vasodilation",Clinical
25139116,Impact of baseline microbiological status on clinical outcomes in generalized aggressive periodontitis patients treated with or without adjunctive amoxicillin and metronidazole: an exploratory analysis from a randomized controlled clinical trial.,2014 Nov,Journal of clinical periodontology,Guerrero A; Nibali L; Lambertenghi R; Ready D; Suvan J; Griffiths GS; Wilson M; Tonetti MS,"Comparative Study; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Aggregatibacter actinomycetemcomitans/drug effects/isolation & purification; Aggressive Periodontitis/*microbiology/therapy; Amoxicillin/*therapeutic use; Anti-Bacterial Agents/*therapeutic use; Bacterial Load/drug effects; Bacteroides/drug effects/isolation & purification; Combined Modality Therapy; Double-Blind Method; Drug Combinations; Drug Resistance, Bacterial; Follow-Up Studies; Humans; Metronidazole/*therapeutic use; Penicillin Resistance; Periodontal Attachment Loss/microbiology/therapy; Periodontal Debridement/methods; Periodontal Pocket/microbiology/therapy; Placebos; Porphyromonas gingivalis/drug effects/isolation & purification; Treatment Outcome",Clinical
35876893,Clinical and radiographic evaluation of low-speed platelet-rich fibrin (PRF) for the treatment of intra-osseous defects of stage-III periodontitis patients: a randomized controlled clinical trial.,2022 Nov,Clinical oral investigations,Abdulrahman YA; Hosny MM; Elfana A; Fawzy El-Sayed KM,Journal Article; Randomized Controlled Trial,"Humans; *Platelet-Rich Fibrin; *Alveolar Bone Loss/diagnostic imaging/surgery; Guided Tissue Regeneration, Periodontal; *Chronic Periodontitis/diagnostic imaging/surgery; *Gingival Recession/surgery; Treatment Outcome; Succinimides",Clinical
25139407,Microbial signature profiles of periodontally healthy and diseased patients.,2014 Nov,Journal of clinical periodontology,Lourenco TG; Heller D; Silva-Boghossian CM; Cotton SL; Paster BJ; Colombo AP,"Journal Article; Observational Study; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Adult; Aggregatibacter actinomycetemcomitans/isolation & purification; Aggressive Periodontitis/*microbiology; Bacteria/classification/isolation & purification; Bacteroides/isolation & purification; *Biofilms; Cardiobacterium/classification; Carnobacteriaceae/isolation & purification; Chronic Periodontitis/*microbiology; Female; Fusobacterium/classification; Fusobacterium nucleatum/isolation & purification; Gingivitis/*microbiology; Humans; Male; Microbiota; Neisseria/classification; Peptostreptococcus/classification; Periodontal Attachment Loss/microbiology; Periodontal Index; Periodontal Pocket/microbiology; Periodontium/*microbiology; Porphyromonas/classification/isolation & purification; Porphyromonas endodontalis/isolation & purification; Prevotella/classification; Young Adult,Clinical
35505199,The effectiveness of scaling and root planing with combined application of air polishing and Nd:YAG laser in periodontal pockets of stage III grade C periodontitis patients: a single-blinded randomized clinical trial.,2022 Aug,Clinical oral investigations,Alkan II; Akkaya HU; Saglam M,Journal Article; Randomized Controlled Trial,"Dental Plaque Index; Dental Polishing; Dental Scaling/methods; Follow-Up Studies; Humans; *Lasers, Solid-State/therapeutic use; Periodontal Attachment Loss; Periodontal Pocket/therapy; *Periodontitis/therapy; Root Planing/methods; Treatment Outcome",Clinical
34870331,Impact of a two-stage subgingival instrumentation scheme involving air polishing on attachment gain after active periodontal therapy.,2022 Oct,Journal of periodontology,Schlagenhauf U; Hess JV; Stolzel P; Haubitz I; Jockel-Schneider Y,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Humans; Dental Polishing/methods; Root Planing/methods; Dental Scaling/methods; *Periodontitis/therapy; *Dental Plaque/microbiology,Clinical
32515413,Preoperative Mouthwash in Subjects with Different Periodontal Status: A Randomised Controlled Clinical Trial.,2020 Jul 4,Oral health & preventive dentistry,Maximo PM; Cortelli SC; Aquino DR; de Miranda TB; Costa FO; Cortelli JR,Journal Article; Randomized Controlled Trial,"*Anti-Infective Agents, Local; Cetylpyridinium; Chlorhexidine; *Dental Plaque; *Gingivitis; Humans; Mouthwashes",Clinical
40377185,Clinical evaluation of photobiomodulation therapy and local 1.2% atorvastatin gel as an adjunct to subgingival instrumentation in patients with stage II periodontitis: a randomized controlled trial.,2025 Jul 21,"Quintessence international (Berlin, Germany : 1985)",Ashokan DB; Shekar MK; Dharani K; Mani E; Pampani P; Ravichandran B,Journal Article; Randomized Controlled Trial,Humans; Female; Male; *Atorvastatin/administration & dosage/therapeutic use; Adult; Gels; *Low-Level Light Therapy/methods; Treatment Outcome; Middle Aged; *Periodontitis/therapy; Periodontal Index; Combined Modality Therapy; Periodontal Pocket/therapy; *Hydroxymethylglutaryl-CoA Reductase Inhibitors/administration & dosage/therapeutic use,Clinical
34002713,"Local and Systemic Expression Profile of IL-10, IL-17, IL-27, IL-35, and IL-37 in Periodontal Diseases: A Cross-sectional Study.",2021 Jan 1,The journal of contemporary dental practice,Ho JY; Yeo BS; Yang XL; Thirugnanam T; Hakeem MF; Sahu PS; Pulikkotil SJ,Journal Article,Cross-Sectional Studies; Gingival Crevicular Fluid/chemistry; *Gingivitis; Humans; Interleukin-10; Interleukin-17; *Interleukin-27; Interleukins/analysis; Malaysia; *Periodontal Diseases,Clinical
24033812,"Immunological and microbiological findings after the application of two periodontal surgical techniques: a randomized, controlled clinical trial.",2013 Nov,Journal of clinical periodontology,Kyriazis T; Gkrizioti S; Tsalikis L; Sakellari D; Deligianidis A; Konstantinidis A,Comparative Study; Journal Article; Randomized Controlled Trial,Actinomyces/isolation & purification; Adult; Aged; Bacteroides/isolation & purification; Chronic Periodontitis/immunology/microbiology/*surgery; Dental Plaque/immunology/*microbiology; Dental Plaque Index; Dental Scaling/methods; Female; Follow-Up Studies; Gingival Crevicular Fluid/*immunology/microbiology; Humans; Interleukin-10/analysis; Interleukin-1beta/analysis; Interleukin-4/analysis; Interleukin-6/analysis; Interleukin-8/analysis; Male; Middle Aged; Periodontal Index; Porphyromonas gingivalis/isolation & purification; Prospective Studies; Root Planing/methods; Streptococcus mitis/isolation & purification; Surgical Flaps/classification/*surgery; Treponema denticola/isolation & purification; Tumor Necrosis Factor-alpha/analysis,Clinical
31116056,Age and female gender associated with periodontal disease in Japanese patients with rheumatoid arthritis: Results from self-reported questionnaires from the IORRA cohort study.,2020 May,Modern rheumatology,Furuya T; Inoue E; Tanaka E; Maeda S; Ikari K; Taniguchi A; Yamanaka H,Journal Article,"Age Factors; Aged; Arthritis, Rheumatoid/complications/*epidemiology; Female; Humans; Japan; Male; Middle Aged; Periodontal Diseases/*epidemiology; Prevalence; Self Report; Sex Factors",Clinical
40865715,Adjunctive methylene blue-based antimicrobial photodynamic therapy in the re-instrumentation of residual periodontal pockets in individuals with down syndrome: A randomized controlled clinical trial.,2025 Nov,Journal of dentistry,Petrilli PH; Rodrigues JVS; Santos MJP; Paino-Sant'Ana A; Wainwright M; Garcia VG; de Molon RS; Casarin RCV; Theodoro LH,Journal Article; Randomized Controlled Trial,"Humans; *Methylene Blue/therapeutic use; *Periodontal Pocket/drug therapy/therapy/complications; *Photochemotherapy/methods; Female; Male; Adult; *Photosensitizing Agents/therapeutic use; *Down Syndrome/complications; Periodontal Index; Lasers, Semiconductor/therapeutic use; Interleukin-1beta/analysis; Interleukin-6/analysis; Interleukin-17/analysis; Interleukin-8/analysis; Young Adult; Treatment Outcome; Dental Scaling/methods; Periodontal Attachment Loss/therapy; Middle Aged",Clinical
29265454,Benefits of non-surgical periodontal treatment in patients with type 2 diabetes mellitus and chronic periodontitis: A randomized controlled trial.,2018 Mar,Journal of clinical periodontology,Mauri-Obradors E; Merlos A; Estrugo-Devesa A; Jane-Salas E; Lopez-Lopez J; Vinas M,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Analysis of Variance; Chronic Periodontitis/blood/complications/*therapy; Dental Plaque/microbiology/therapy; Dental Plaque Index; *Dental Scaling; Diabetes Mellitus, Type 2/blood/*complications; Female; Glycated Hemoglobin/*analysis; Humans; Male; Middle Aged; Oral Hygiene; Periodontal Index; Real-Time Polymerase Chain Reaction; *Root Planing; Single-Blind Method",Clinical
27557901,Is chronic periodontitis premature in systemic lupus erythematosus patients?,2017 Mar,Clinical rheumatology,Calderaro DC; Ferreira GA; Correa JD; Mendonca SM; Silva TA; Costa FO; Lucio Teixeira A,Journal Article,"Adult; Chronic Periodontitis/diagnosis/*epidemiology; Comorbidity; Female; Humans; Lupus Erythematosus, Systemic/*epidemiology; Male; Middle Aged; Prevalence; Severity of Illness Index",Clinical
40265327,Periodontal condition and quality of life in patients with controlled chronic systemic diseases: A cross-sectional study.,2025 Mar-Apr,Dental and medical problems,Lopez LZ; Taques Neto L; Arcaro G; da Rosa FG; Cruz KT; Pochapski MT; Santos FAD,Journal Article,Humans; *Quality of Life; Cross-Sectional Studies; Female; Male; Middle Aged; *Periodontal Diseases/psychology/epidemiology/complications; Adult; Chronic Disease; Surveys and Questionnaires; Aged; Risk Factors; Young Adult,Clinical
31958293,Efficacy of clindamycin compared with amoxicillin-metronidazole after a 7-day regimen in the treatment of periodontitis in patients with diabetes: a randomized clinical trial.,2020 Jan,BMJ open diabetes research & care,Gomez-Sandoval JR; Robles-Cervantes JA; Hernandez-Gonzalez SO; Espinel-Bermudez MC; Mariaud-Schmidt R; Martinez-Rodriguez V; Morgado-Castillo KC; Mercado-Sesma AR,Comparative Study; Journal Article; Randomized Controlled Trial,"Adolescent; Adult; Aged; Amoxicillin/*therapeutic use; Anti-Bacterial Agents/*therapeutic use; Clindamycin/*therapeutic use; Diabetes Mellitus, Type 2/*complications; Double-Blind Method; Drug Therapy, Combination; Female; Follow-Up Studies; Humans; Male; Metronidazole/*therapeutic use; Middle Aged; Periodontitis/*drug therapy/etiology/pathology; Prognosis; Young Adult",Clinical
26836781,Comparison of adjunctive azithromycin and amoxicillin/metronidazole for patients with chronic periodontitis: preliminary randomized control trial.,2016 Dec,Australian dental journal,Saleh A; Rincon J; Tan A; Firth M,Journal Article; Randomized Controlled Trial,"Adult; Amoxicillin/administration & dosage/therapeutic use; Anti-Bacterial Agents/administration & dosage/*therapeutic use; Azithromycin/administration & dosage/*therapeutic use; Chronic Periodontitis/*drug therapy/surgery; Dental Scaling; Double-Blind Method; Drug Therapy, Combination; Female; Humans; Male; Metronidazole/administration & dosage/therapeutic use; Middle Aged; Periodontal Index; Root Planing; Treatment Outcome",Clinical
35856336,"Association between periodontal disease, tooth extraction, and medication-related osteonecrosis of the jaw in women receiving bisphosphonates: A national cohort-based study.",2023 Jan,Journal of periodontology,Kwoen MJ; Park JH; Kim KS; Lee JR; Kim JW; Lee H; Lee HJ,"Journal Article; Research Support, Non-U.S. Gov't",Humans; Female; Diphosphonates/adverse effects; *Bone Density Conservation Agents/adverse effects; *Bisphosphonate-Associated Osteonecrosis of the Jaw/epidemiology/etiology; Cohort Studies; Retrospective Studies; Tooth Extraction/adverse effects; *Periodontal Diseases/complications,Clinical
28345244,Association between serum and oral matrix metalloproteinase-8 levels and periodontal health status.,2017 Oct,Journal of periodontal research,Noack B; Kipping T; Tervahartiala T; Sorsa T; Hoffmann T; Lorenz K,Journal Article,Adult; Cross-Sectional Studies; Enzyme-Linked Immunosorbent Assay; Female; Germany; Gingival Crevicular Fluid/*enzymology; Gingivitis/blood/enzymology; *Health Status; Humans; Male; Matrix Metalloproteinase 8/*analysis/*blood; Middle Aged; Periodontal Diseases/*blood/*epidemiology; Periodontitis/blood; Regression Analysis; Saliva/enzymology; Young Adult,Clinical
20151804,Association of gingival crevicular fluid biomarkers during periodontal maintenance with subsequent progressive periodontitis.,2010 Feb,Journal of periodontology,Reinhardt RA; Stoner JA; Golub LM; Lee HM; Nummikoski PV; Sorsa T; Payne JB,"Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Aged; Anti-Bacterial Agents/*therapeutic use; Biomarkers/metabolism; Bone Diseases, Metabolic/complications/*immunology/metabolism; Bone Resorption; Disease Progression; Doxycycline/*therapeutic use; Female; Gingival Crevicular Fluid/*immunology/metabolism; Humans; Interleukin-1beta/drug effects/immunology/metabolism; Matrix Metalloproteinase 8/drug effects/immunology/metabolism; Middle Aged; Odds Ratio; Periodontal Atrophy/complications/*immunology/metabolism; Periodontal Pocket/complications/drug therapy/*immunology/metabolism; Postmenopause/immunology/metabolism; Risk Assessment; Severity of Illness Index",Clinical
40705875,A Study Investigating the Value of Using a Novel Mobile Application as an Adjunct to the Traditional Method of Diagnosing Periodontal Diseases.,2025 Aug,Clinical and experimental dental research,Maloney B; Honari B; Polyzois I,Journal Article,Humans; *Periodontal Diseases/diagnosis/classification; *Mobile Applications; Reproducibility of Results; Male; Female; Observer Variation,Clinical
37605193,Growth differentiation factor-15 and circulating biomarkers as predictors of periodontal treatment effects in patients with periodontitis: a randomized-controlled clinical trial.,2023 Aug 21,BMC oral health,Isola G; Tartaglia GM; Santonocito S; Chaurasia A; Marya A; Lo Giudice A,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Humans; Middle Aged; *C-Reactive Protein; Growth Differentiation Factor 15; Pulmonary Surfactant-Associated Protein D; Biomarkers; *Periodontitis/therapy; Glutathione Peroxidase GPX1,Clinical
20593635,"Clinical and microbiological effects of adjunctive, locally delivered chlorhexidine on patients with chronic periodontitis.",2010 Jan,Journal of the International Academy of Periodontology,Sakellari D; Ioannidis I; Antoniadou M; Slini T; Konstantinidis A,"Clinical Trial, Phase IV; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Adult; Aged; Analysis of Variance; Anti-Infective Agents, Local/*administration & dosage; Chlorhexidine/*administration & dosage; Chronic Periodontitis/*drug therapy/microbiology; Combined Modality Therapy; DNA, Bacterial/analysis; Dental Plaque/drug therapy/microbiology; Dental Scaling; Drug Delivery Systems; Female; Gram-Negative Anaerobic Bacteria/*drug effects/genetics; Humans; Longitudinal Studies; Male; Middle Aged; Periodontal Index; Periodontal Pocket/*drug therapy/microbiology; Severity of Illness Index; Treatment Outcome",Clinical
21133981,Effect of periodontal treatment on circulating CD34(+) cells and peripheral vascular endothelial function: a randomized controlled trial.,2011 Feb,Journal of clinical periodontology,Li X; Tse HF; Yiu KH; Li LS; Jin L,Journal Article; Randomized Controlled Trial,"Aged; Aged, 80 and over; Antigens, CD34/*blood; Blood Cells/cytology/*metabolism; C-Reactive Protein/metabolism; Chronic Periodontitis/*blood/therapy; Dental Prophylaxis; Endothelial Cells/cytology/*metabolism; Female; Humans; Intention to Treat Analysis; Male; Manometry; Middle Aged; Pulse; Single-Blind Method; Stem Cells/cytology/*metabolism; Treatment Outcome",Clinical
29548317,Probing depth is an independent risk factor for HbA1c levels in diabetic patients under physical training: a cross-sectional pilot-study.,2018 Mar 16,BMC oral health,Wernicke K; Zeissler S; Mooren FC; Frech T; Hellmann S; Stiesch M; Grischke J; Linnenweber S; Schmidt B; Menne J; Melk A; Bauer P; Hillebrecht A; Eberhard J,"Journal Article; Research Support, Non-U.S. Gov't","Adolescent; Adult; Aged; Cross-Sectional Studies; Dental Plaque Index; Diabetes Mellitus, Type 2/*blood/complications/pathology; *Exercise; Female; Glycated Hemoglobin/*analysis; Humans; Male; Middle Aged; Periodontal Diseases/blood/*complications/pathology; Periodontal Index; Periodontal Pocket/*complications/pathology; Pilot Projects; Risk Factors; Severity of Illness Index; Young Adult",Clinical
22655911,Locally Delivered 0.5% Azithromycin as an Adjunct to Non-Surgical Treatment in Patients With Chronic Periodontitis With Type 2 Diabetes: A Randomized Controlled Clinical Trial.,2017 Dec,Journal of periodontology,Agarwal E; Bajaj P; Naik SB; Pradeep AR,Journal Article; Randomized Controlled Trial,"Administration, Mucosal; Adult; Anti-Bacterial Agents/administration & dosage/*therapeutic use; Azithromycin/administration & dosage/*therapeutic use; Chronic Periodontitis/complications/pathology/*therapy; Combined Modality Therapy; Dental Plaque Index; *Dental Scaling/methods; Diabetes Mellitus, Type 2/*complications; Double-Blind Method; Female; Gingival Pocket/pathology; Humans; Male; Middle Aged; *Root Planing/methods",Clinical
26779448,Total Antioxidant Capacity and Total Oxidant Status in Saliva of Periodontitis Patients in Relation to Bacterial Load.,2015,Frontiers in cellular and infection microbiology,Zhang T; Andrukhov O; Haririan H; Muller-Kern M; Liu S; Liu Z; Rausch-Fan X,"Journal Article; Research Support, Non-U.S. Gov't",Antioxidants/*analysis; Bacteria/isolation & purification; *Bacterial Load; Cross-Sectional Studies; Humans; *Oxidants; Periodontitis/*microbiology/*pathology; Saliva/*chemistry/*microbiology,Clinical
40960105,Comparative Evaluation of Herbal Matcha Extract and 2% Chlorhexidine Gluconate on Periodontal Health Status: A Clinico-microbiological Study.,2025 May 1,The journal of contemporary dental practice,Gadekar AV; Dodamani AS; Vishwakarma PK; Agrawal AS; Wankhede SD; Tadas ST,Comparative Study; Journal Article; Randomized Controlled Trial,"Humans; *Chlorhexidine/analogs & derivatives/therapeutic use/pharmacology; *Plant Extracts/therapeutic use/pharmacology; *Mouthwashes/therapeutic use/pharmacology; Streptococcus mutans/drug effects; Porphyromonas gingivalis/drug effects; *Gingivitis/drug therapy/microbiology; Adult; Male; Female; *Anti-Infective Agents, Local/therapeutic use/pharmacology; Periodontal Index; Middle Aged; *Periodontitis/drug therapy/microbiology; Gingival Crevicular Fluid/microbiology; Microbial Sensitivity Tests",Clinical
30326764,Effect of Periodontal Treatment on HbA1c among Patients with Prediabetes.,2019 Feb,Journal of dental research,Kocher T; Holtfreter B; Petersmann A; Eickholz P; Hoffmann T; Kaner D; Kim TS; Meyle J; Schlagenhauf U; Doering S; Gravemeier M; Prior K; Rathmann W; Harks I; Ehmke B; Koch R,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","Adult; Aged; Anti-Bacterial Agents/therapeutic use; Blood Glucose; Diabetes Mellitus, Type 2/*blood/complications/epidemiology; Double-Blind Method; Female; Glycated Hemoglobin/*analysis; Humans; Male; Middle Aged; Periodontitis/blood/complications/*therapy; Prediabetic State/blood/*epidemiology; Prospective Studies; Treatment Outcome",Clinical
39887517,Trimethylamine N-Oxide (TMAO) and TNF-alpha Levels in Periodontal Disease Associated With Smoking.,2025 Jul,Oral diseases,Bal I; Balci N; Sorguc C; Toygar HU; Serdar CC; Kurgan S; Serdar MA,Journal Article; Randomized Controlled Trial,Adult; Female; Humans; Male; Middle Aged; Case-Control Studies; *Methylamines/blood/metabolism/analysis; *Periodontitis/metabolism/blood; *Saliva/chemistry; *Smoking/adverse effects/metabolism/blood; *Tumor Necrosis Factor-alpha/metabolism/blood,Clinical
32867199,Omega-3 Polyunsaturated Fatty Acids EPA and DHA as an Adjunct to Non-Surgical Treatment of Periodontitis: A Randomized Clinical Trial.,2020 Aug 27,Nutrients,Stando M; Piatek P; Namiecinska M; Lewkowicz P; Lewkowicz N,Journal Article; Randomized Controlled Trial,"Adult; Aged; Anti-Inflammatory Agents/administration & dosage/*pharmacology; Dietary Supplements; Docosahexaenoic Acids/administration & dosage/*pharmacology; Eicosapentaenoic Acid/administration & dosage/*pharmacology; Fatty Acids, Omega-3; Female; Humans; Male; Middle Aged; Periodontitis/*diet therapy; Treatment Outcome; Young Adult",Clinical
