PMID,Title,Year,Journal,Authors,PublicationTypes,Mesh,Dataset
28048966,Bone Density and Clinical Periodontal Attachment in Postmenopausal Women: A Systematic Review and Meta-Analysis.,2017 Mar,Journal of dental research,Penoni DC; Fidalgo TK; Torres SR; Varela VM; Masterson D; Leao AT; Maia LC,Journal Article; Meta-Analysis; Systematic Review,"*Bone Density; Bone Diseases, Metabolic/*complications; Female; Humans; Osteoporosis, Postmenopausal/*complications; Periodontal Attachment Loss/*etiology; Risk Factors",Review
22612370,A systematic review of the use of growth factors in human periodontal regeneration.,2013 Apr,Journal of periodontology,Darby IB; Morris KH,"Comparative Study; Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Alveolar Bone Loss/*drug therapy; Alveolar Ridge Augmentation/methods; Becaplermin; Bone Regeneration/*drug effects; Calcium Phosphates/therapeutic use; Drug Carriers/pharmacology; Furcation Defects/drug therapy; Guided Tissue Regeneration, Periodontal/*methods; Humans; Platelet-Derived Growth Factor/*pharmacology/*therapeutic use; Proto-Oncogene Proteins c-sis/pharmacology/therapeutic use; Recombinant Proteins/pharmacology/therapeutic use",Review
30622957,Chronic Periodontitis Case Definitions and Confounders in Periodontal Research: A Systematic Assessment.,2018,BioMed research international,Natto ZS; Abu Ahmad RH; Alsharif LT; Alrowithi HF; Alsini DA; Salih HA; Bissada NF,Journal Article; Systematic Review,Age Factors; Chronic Periodontitis/*classification/*diagnosis/*epidemiology/*therapy; Female; Humans; Male; Sex Factors,Review
26465940,Periodontitis and arterial stiffness: a systematic review and meta-analysis.,2015 Nov,Journal of clinical periodontology,Schmitt A; Carra MC; Boutouyrie P; Bouchard P,Journal Article; Meta-Analysis; Systematic Review,Cardiovascular Diseases; Humans; *Periodontitis; Pulse Wave Analysis; Risk Factors; *Vascular Stiffness,Review
40337896,Evaluating the Performance and Implementation of the 2018 Classification of Periodontal Diseases: A Systematic Review and Survey.,2025 Aug,Journal of clinical periodontology,West NX; Gormley A; Pollard AJ; Izzetti R; Marruganti C; Graziani F,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Periodontal Diseases/classification/diagnosis; Reproducibility of Results; Surveys and Questionnaires,Review
40768114,Inflammatory Association between Periodontal Disease and Systemic Health.,2025 Dec,Inflammation,Hasan F; Tandon A; AlQallaf H; John V; Sinha M; Gibson MP,Journal Article; Systematic Review,Humans; Cardiovascular Diseases; *Inflammation; *Periodontal Diseases/complications; Periodontitis,Review
40342059,Pre-Emptive Analgesia for Periodontal and Implant-Related Surgery: A Systematic Review and Meta-Analysis.,2025 Aug,Journal of clinical periodontology,Gousias C; Alsuwaiyan Z; Fial A; Han S; Tatakis DN; Kofina V,"Journal Article; Network Meta-Analysis; Research Support, N.I.H., Extramural; Systematic Review","Humans; *Postoperative Pain/prevention & control; Acetaminophen/therapeutic use; Anti-Inflammatory Agents, Non-Steroidal/therapeutic use; *Periodontal Diseases/surgery; Dental Implantation, Endosseous; Randomized Controlled Trials as Topic; *Analgesics/therapeutic use; Adrenal Cortex Hormones/therapeutic use; Analgesics, Non-Narcotic/therapeutic use; Dental Implants; *Analgesia/methods",Review
39382084,Benefits of Dental Scaling and Polishing in Adults: A Rapid Review and Evidence Synthesis.,2025 Jul,JDR clinical and translational research,Matthews DC; Al-Waeli H,Journal Article; Systematic Review,Humans; Adult; *Dental Scaling/methods/economics; *Periodontitis/therapy; *Dental Polishing/methods/economics; Quality of Life; Oral Health; Canada; Dental Care,Review
31433392,Epigenetics and periodontics: A systematic review.,2019 Sep 1,"Medicina oral, patologia oral y cirugia bucal",Alminana-Pastor PJ; Boronat-Catala M; Mico-Martinez P; Bellot-Arcis C; Lopez-Roldan A; Alpiste-Illueca FM,Journal Article; Meta-Analysis; Systematic Review,"Epigenesis, Genetic; Gingival Crevicular Fluid; Humans; *Periodontal Diseases; Periodontics; *Periodontitis",Review
38306335,Periodontal health status in systemic sclerosis patients: Systematic review and meta-analysis.,2024,PloS one,Sredojevic S; Colak D; Gaspersic R; Pavlov Dolijanovic S; Jakovljevic A; Nikolic-Jakoba N,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Scleroderma, Systemic/complications/epidemiology; *Periodontitis/complications/epidemiology; Gingivitis/epidemiology/complications; Periodontal Index; Prevalence; Health Status; Periodontal Diseases/complications/epidemiology",Review
41997481,Alzheimer's disease and periodontal disease: uncovering the association through systematic review and meta-analysis.,2026 Jun-Jul,Revista clinica espanola,Ridho FM; Irmawati A; Wicaksana AP; Alfatah R; Labib R,Journal Article; Meta-Analysis; Systematic Review,Humans; *Alzheimer Disease/complications/epidemiology; *Periodontal Diseases/complications/epidemiology,Review
29396642,The effect of statins on periodontal treatment-a systematic review with meta-analyses and meta-regression.,2018 Mar,Clinical oral investigations,Muniz FWMG; Taminski K; Cavagni J; Celeste RK; Weidlich P; Rosing CK,Journal Article; Meta-Analysis; Systematic Review,Dental Scaling; Humans; Hydroxymethylglutaryl-CoA Reductase Inhibitors; Periodontal Attachment Loss/drug therapy; Periodontal Diseases/*drug therapy; Periodontal Index; Periodontal Pocket/drug therapy; Root Planing,Review
38865020,Antimicrobial photodynamic therapy in the nonsurgical treatment of periodontitis in patients with HIV infection: a systematic review and meta-analysis.,2024 Jun 12,Lasers in medical science,Nunes GP; de Oliveira Alves R; Ragghianti MHF; Martins TP; Dos Reis Prado AH; Nunes LP; Poli MCF; Silva ANA; Benetti F,Journal Article; Meta-Analysis; Systematic Review,Humans; *Photochemotherapy/methods; *HIV Infections/complications/drug therapy; *Periodontitis/therapy/drug therapy/microbiology; Anti-Infective Agents/therapeutic use/administration & dosage,Review
25255820,Is frequency of tooth brushing a risk factor for periodontitis? A systematic review and meta-analysis.,2015 Apr,Community dentistry and oral epidemiology,Zimmermann H; Zimmermann N; Hagenfeld D; Veile A; Kim TS; Becher H,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Adolescent; Adult; Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; Periodontitis/*etiology; Risk Factors; Toothbrushing/*adverse effects/statistics & numerical data; Young Adult",Review
39104153,Association Between Proton Pump Inhibitor Use and the Severity of Periodontal Disease and Peri-Implantitis: A Systematic Review.,2024 Dec 1,The Journal of oral implantology,Vedaei A; Salimi Y; Iranshahi Z; Sadighnia N; Taheri H; Eyvani M; Bagherianlemraski M; Taheri Z; Khanmohammadi MM; Bina S; Kavousi A; Bagheri-Hosseini S; Mosaddad SA; Azimi N; Valipour R; Atarodi SM; Deravi N,Journal Article; Systematic Review,Humans; *Peri-Implantitis/etiology; *Proton Pump Inhibitors/adverse effects/therapeutic use; Periodontal Diseases/etiology; Dental Restoration Failure; Dental Implants/adverse effects; Severity of Illness Index,Review
39914768,Association between Apical Periodontitis and Autoimmune Diseases: A Systematic Review with Meta-analysis.,2025 May,Journal of endodontics,do Nascimento TAM; Verner FS; Lemos CAA; Junqueira RB,Journal Article; Meta-Analysis; Systematic Review,Humans; *Autoimmune Diseases/complications; *Periapical Periodontitis/complications/immunology,Review
37787044,Adjunctive use of omega-3 fatty acids in combination with low-dose aspirin in periodontitis: Systematic review and meta-analysis.,2023 Dec,Journal of periodontal research,Neprelyuk OA; Zhad'ko SI; Romanenko IG; Kriventsov MA,Journal Article; Meta-Analysis; Systematic Review,"Humans; Adolescent; *Periodontitis/drug therapy; Aspirin/therapeutic use; *Fatty Acids, Omega-3/therapeutic use; Periodontal Index; Immunologic Factors/therapeutic use",Review
40609797,Effectiveness of probiotic therapy as an adjunct in the management of periodontal disease in type 2 diabetics: A systematic review and meta-analysis.,2025 Aug,Diabetes research and clinical practice,Yuqi W; Hangying X; Ruyi Y; Xiaolan Z; Yajing C,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Probiotics/therapeutic use; *Diabetes Mellitus, Type 2/complications; *Periodontal Diseases/therapy/complications/drug therapy; Randomized Controlled Trials as Topic",Review
39000324,Therapeutic Strategies and Genetic Implications for Periodontal Disease Management: A Systematic Review.,2024 Jun 29,International journal of molecular sciences,Laforgia A; Inchingolo AD; Piras F; Colonna V; Giorgio RV; Carone C; Rapone B; Malcangi G; Inchingolo AM; Inchingolo F; Palermo A; Dipalma G,Journal Article; Systematic Review,Humans; *Periodontal Diseases/therapy/microbiology/genetics; Microbiota; Anti-Bacterial Agents/therapeutic use; Probiotics/therapeutic use,Review
35122603,Pulmonary disease and periodontal health: a meta-analysis.,2022 Dec,Sleep & breathing = Schlaf & Atmung,Wu Z; Xiao C; Chen F; Wang Y; Guo Z,Journal Article; Meta-Analysis,"Humans; *Periodontal Diseases/epidemiology/complications; Odds Ratio; *Asthma/complications; Causality; *Pulmonary Disease, Chronic Obstructive/diagnosis/epidemiology/complications",Review
39881261,Oral health in patients with cleft lip and palate: a systematic literature review and meta-analysis of periodontal and dental disease and oral microbiota (part 1).,2025 Jan 29,BMC oral health,Pardo A; Vanti V; Lonardi F; Signoriello A; Lobbia G; Lombardo G; Trevisiol L; D'Agostino A,Journal Article; Meta-Analysis; Systematic Review,Humans; *Cleft Lip/complications/microbiology; *Cleft Palate/complications/microbiology; *Oral Health; *Periodontal Diseases/microbiology/complications; *Microbiota; Dental Caries/microbiology; *Mouth/microbiology,Review
26926312,Host-derived salivary biomarkers in diagnosing periodontal disease: systematic review and meta-analysis.,2016 Jun,Journal of clinical periodontology,de Lima CL; Acevedo AC; Grisi DC; Taba M Jr; Guerra E; De Luca Canto G,Journal Article; Meta-Analysis; Systematic Review,Biomarkers; Humans; Interleukin-1beta; Interleukin-6; *Periodontal Diseases; Saliva,Review
28178139,Epstein-Barr virus is associated with periodontal diseases: A meta-analysis based on 21 case-control studies.,2017 Feb,Medicine,Gao Z; Lv J; Wang M,Journal Article; Meta-Analysis,"Case-Control Studies; *Herpesvirus 4, Human; Humans; Periodontitis/*virology",Review
39468505,Periodontal disease and cardiovascular disease: umbrella review.,2024 Oct 28,BMC oral health,Arbildo-Vega HI; Cruzado-Oliva FH; Coronel-Zubiate FT; Meza-Malaga JM; Lujan-Valencia SA; Lujan-Urviola E; Echevarria-Goche A; Farje-Gallardo CA; Castillo-Cornock TB; Serquen-Olano K; Padilla-Caceres T; Caballero-Apaza L; Aguirre-Ipenza R,Journal Article; Systematic Review,Humans; *Cardiovascular Diseases/complications; *Periodontal Diseases/complications; Risk Factors,Review
33112857,The prevalence of fimA genotypes of Porphyromonas gingivalis in patients with chronic periodontitis: A meta-analysis.,2020,PloS one,Wang H; Zhang W; Wang W; Zhang L,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't",Bacterial Proteins/genetics/*metabolism; Chronic Periodontitis/*microbiology; Fimbriae Proteins/genetics/metabolism; Genotype; Humans; Porphyromonas gingivalis/*genetics/*pathogenicity; Software,Review
37899443,Effectiveness of chlorhexidine gels and chips in Periodontitis Patients after Scaling and Root Planing: a systematic review and Meta-analysis.,2023 Oct 29,BMC oral health,Annisa ZU; Sulijaya B; Tadjoedin ESS; Hutomo DI; Masulili SLC,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Humans; Chlorhexidine/therapeutic use; Root Planing; *Anti-Infective Agents, Local/therapeutic use; Dental Scaling; *Periodontitis/drug therapy; Gels",Review
37899063,Is There an Association Between Parkinson's Disease and Periodontitis? A Systematic Review and Meta-Analysis.,2023,Journal of Parkinson's disease,Chen Y; Jin Y; Li K; Qiu H; Jiang Z; Zhu J; Chen S; Xie W; Chen G; Yang D,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Parkinson Disease/complications/epidemiology; *Periodontitis/complications/epidemiology; Prevalence,Review
31834951,"The adjunctive use of host modulators in non-surgical periodontal therapy. A systematic review of randomized, placebo-controlled clinical studies.",2020 Jul,Journal of clinical periodontology,Donos N; Calciolari E; Brusselaers N; Goldoni M; Bostanci N; Belibasakis GN,Journal Article; Meta-Analysis; Systematic Review,Anti-Bacterial Agents/therapeutic use; *Anti-Infective Agents; Dental Care; Dental Scaling; Doxycycline; Humans; *Periodontitis/drug therapy; Randomized Controlled Trials as Topic,Review
23237585,The frequency of peri-implant diseases: a systematic review and meta-analysis.,2013 Nov,Journal of periodontology,Atieh MA; Alsabeeha NH; Faggion CM Jr; Duncan WJ,Journal Article; Meta-Analysis; Systematic Review,Dental Implants/*statistics & numerical data; Humans; Peri-Implantitis/*epidemiology; Prevalence; Risk Factors; Smoking/epidemiology; Stomatitis/*epidemiology,Review
39620241,Salivary Proteomics for Detecting Novel Biomarkers of Periodontitis: A Systematic Review.,2025 Jul,Journal of periodontal research,Corana M; Baima G; Iaderosa G; Franco F; Zhang J; Berta GN; Romano F; Aimetti M,Journal Article; Systematic Review,Humans; *Proteomics/methods; *Biomarkers/analysis/metabolism; *Periodontitis/diagnosis/metabolism; *Saliva/chemistry; *Salivary Proteins and Peptides/analysis/metabolism; Gingivitis/metabolism/diagnosis,Review
42153869,Association between periodontal disease and rheumatoid arthritis: A systematic review and meta-analysis.,2026 Mar-Apr,Dental and medical problems,Alyafei S; Joseph B; Adam A; Anil S,Journal Article; Meta-Analysis; Review; Systematic Review,"*Arthritis, Rheumatoid/complications/epidemiology; Humans; *Periodontitis/epidemiology; *Periodontal Diseases/epidemiology/complications; Risk Factors",Review
38233799,Gene sequencing applications to combat oral-cavity related disorders: a systematic review with meta-analysis.,2024 Jan 17,BMC oral health,Abdul NS; Shenoy M; Reddy NR; Sangappa SB; Shivakumar GC; Di Blasio M; Cicciu M; Minervini G,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Dental Caries; *Cleft Lip; *Cleft Palate; *Mouth Diseases/genetics; *Mouth Neoplasms/diagnosis/genetics; *Periodontal Diseases/genetics,Review
33643418,An umbrella review of systematic reviews examining the relationship between type 2 diabetes and periodontitis: Position paper from the Canadian Dental Hygienists Association.,2021 Feb,Canadian journal of dental hygiene : CJDH = Journal canadien de l'hygiene dentaire : JCHD,Lavigne SE; Forrest JL,"Consensus Statement; Journal Article; Research Support, Non-U.S. Gov't; Systematic Review","Humans; Blood Glucose; Canada; Dental Hygienists; *Diabetes Mellitus, Type 2/therapy; *Periodontitis/therapy; Systematic Reviews as Topic",Review
36297045,Association between Four Dietary Patterns and the Risk of Periodontal Diseases: A Systematic Review and Meta-Analysis.,2022 Oct 18,Nutrients,Jeong J; Kim HS; Lee D; Kim K; Kim YH,Journal Article; Meta-Analysis; Systematic Review,Humans; Cross-Sectional Studies; *Food; *Periodontal Diseases/epidemiology/etiology; Ascorbic Acid; Sugars,Review
31912531,Adjunctive effect of locally delivered antimicrobials in periodontitis therapy: A systematic review and meta-analysis.,2020 Jul,Journal of clinical periodontology,Herrera D; Matesanz P; Martin C; Oud V; Feres M; Teughels W,Journal Article; Meta-Analysis; Systematic Review,Adult; *Anti-Infective Agents/therapeutic use; *Chronic Periodontitis; Dental Care; Dental Scaling; Humans; Root Planing,Review
39466662,Effectiveness of Implant Therapy in Patients With and Without a History of Periodontitis: A Systematic Review With Meta-Analysis of Prospective Cohort Studies.,2025 Jun,Journal of periodontal research,Annunziata M; Cecoro G; Guida A; Isola G; Pesce P; Sorrentino R; Del Fabbro M; Guida L,Journal Article; Meta-Analysis; Systematic Review,"Humans; Alveolar Bone Loss/etiology; *Dental Implantation, Endosseous/adverse effects/methods; *Dental Implants/adverse effects; Dental Restoration Failure; Peri-Implantitis/etiology; *Periodontitis/complications; Prospective Studies; Treatment Outcome",Review
41863036,Efficacy of Laser Therapy versus Conventional Periodontal Treatment in Diabetic Patients with Periodontitis: A Systematic Review and Meta-analysis of Randomized Controlled Trials.,2025 Oct 1,Indian journal of dental research : official publication of Indian Society for Dental Research,Hegde R; Gopalakrishnan D; Sidharthan S; Vinay V,Journal Article; Meta-Analysis; Systematic Review,"Humans; Randomized Controlled Trials as Topic; *Laser Therapy/methods; *Chronic Periodontitis/therapy/complications; *Low-Level Light Therapy/methods; Treatment Outcome; *Periodontitis/therapy; *Diabetes Mellitus, Type 2/complications; *Diabetes Complications",Review
34488058,A comparison of oral health status in diabetic and non-diabetic patients receiving hemodialysis - A systematic review and meta-analysis.,2021 Sep-Oct,Diabetes & metabolic syndrome,Mahajan S; Bhaskar N; Kaur RK; Jain A,Journal Article; Meta-Analysis; Systematic Review,Diabetes Mellitus/*physiopathology; *Health Status; Humans; *Oral Health; Periodontal Diseases/*etiology/pathology; Renal Dialysis/*adverse effects,Review
32915228,A systematic review and meta-analysis of the association between periodontitis and oral high-risk human papillomavirus infection.,2021 Dec 10,"Journal of public health (Oxford, England)",Ali A; Lassi ZS; Kapellas K; Jamieson L; Rumbold AR,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Adolescent; *Carcinoma, Squamous Cell; Female; Humans; Male; *Mouth Neoplasms/epidemiology/etiology; Odds Ratio; Papillomaviridae; *Papillomavirus Infections/complications/epidemiology; *Periodontitis/complications/epidemiology",Review
39506741,The impact of scaling and root planning combined with mouthwash during pregnancy on preterm birth and low birth weight: a systematic review and meta-analysis.,2024 Nov 6,BMC pregnancy and childbirth,Salama M; Al-Taiar A; McKinney DC; Rahman E; Merchant AT,Journal Article; Meta-Analysis; Systematic Review,"Humans; Female; Pregnancy; *Mouthwashes/therapeutic use; *Premature Birth/prevention & control; *Infant, Low Birth Weight; *Dental Scaling; *Root Planing; *Periodontal Diseases/therapy/prevention & control; Infant, Newborn; Pregnancy Complications/therapy; Randomized Controlled Trials as Topic",Review
34598290,A Systematic Review of the Potential Effects of Lippia sidoides on Dental Plaque and Periodontal Diseases.,2022 Apr,Planta medica,de Assis EL; Silveira FD; da Ponte AVA; Regis RR,Journal Article; Systematic Review,Animals; *Calculi/drug therapy; Cetylpyridinium/therapeutic use; Chlorhexidine/therapeutic use; *Dental Plaque/drug therapy; *Gingivitis/drug therapy; *Lippia; Mice; Mouthwashes/therapeutic use,Review
34391565,CLINICAL EFFICACY OF PROBIOTICS AS AN ADJUNCTIVE THERAPY TO SCALING AND ROOT PLANNING IN THE MANAGEMENT OF PERIODONTITIS: A SYSTEMATIC REVIEW AND META-ANALYSIS OF RANDOMIZED CONTROLLED TRAILS.,2021 Jun,The journal of evidence-based dental practice,Hu D; Zhong T; Dai Q,Journal Article; Meta-Analysis; Systematic Review,*Chronic Periodontitis/therapy; Dental Scaling; Humans; *Probiotics; Root Planing; Treatment Outcome,Review
38150604,Association between periodontitis and its treatment on mortality rates of end-stage renal disease: A systematic review and meta-analysis.,2024 May 1,"Medicina oral, patologia oral y cirugia bucal",Chen H; Li J,Journal Article; Meta-Analysis; Systematic Review,"Humans; *Kidney Failure, Chronic/complications/mortality; *Periodontitis/complications/epidemiology/therapy",Review
32041585,Dental caries and periodontal disease among people who use drugs: a systematic review and meta-analysis.,2020 Feb 10,BMC oral health,Yazdanian M; Armoon B; Noroozi A; Mohammadi R; Bayat AH; Ahounbar E; Higgs P; Nasab HS; Bayani A; Hemmat M,Journal Article; Meta-Analysis; Systematic Review,Dental Caries/*epidemiology/psychology; Drug Users/*statistics & numerical data; Humans; Oral Health/statistics & numerical data; Periodontal Diseases/*epidemiology/psychology; Quality of Life; Substance-Related Disorders/*epidemiology/psychology; Tooth Loss,Review
25580635,Effect of overweight/obesity on response to periodontal treatment: systematic review and a meta-analysis.,2015 Mar,Journal of clinical periodontology,Papageorgiou SN; Reichert C; Jager A; Deschner J,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Adiponectin/analysis; Body Weight/*physiology; Diabetes Complications/metabolism; Glycated Hemoglobin/analysis; Humans; Leptin/analysis; Obesity/*complications; Overweight/*complications; Periodontal Diseases/*therapy; Tumor Necrosis Factor-alpha/analysis,Review
19438942,Risk of implant failure and marginal bone loss in subjects with a history of periodontitis: a systematic review and meta-analysis.,2010 Sep,Clinical implant dentistry and related research,Safii SH; Palmer RM; Wilson RF,Journal Article; Meta-Analysis; Systematic Review,Alveolar Bone Loss/*complications/pathology; *Dental Implants; *Dental Restoration Failure; Humans; Odds Ratio; Periodontitis/*complications/pathology; Risk Factors; Survival Analysis,Review
23668676,Effectiveness of metronidazole as an adjunct to scaling and root planing in the treatment of chronic periodontitis: a systematic review and meta-analysis.,2014 Feb,Journal of periodontal research,Sgolastra F; Severino M; Petrucci A; Gatto R; Monaco A,Journal Article; Meta-Analysis; Systematic Review,Anti-Infective Agents/*therapeutic use; Chronic Periodontitis/drug therapy/*therapy; Combined Modality Therapy; Dental Scaling/*methods; Humans; Metronidazole/*therapeutic use; Periodontal Attachment Loss/therapy; Periodontal Pocket/therapy; Randomized Controlled Trials as Topic; Root Planing/*methods,Review
41603467,Behavioural interventions for improving oral hygiene in adults with periodontal diseases.,2026 Jan 28,The Cochrane database of systematic reviews,O'Malley L; Lewis SR; Preshaw PM; Riley P; Adair P; Edwards MLE; Raison H; Byrne MJ; Kitsaras G; Jervoe-Storm PM,Journal Article; Systematic Review,Adult; Humans; *Behavior Therapy/methods; Bias; Gingivitis/therapy; *Health Behavior; *Oral Hygiene/education/methods/psychology; *Periodontal Diseases/therapy; Periodontitis/therapy; Randomized Controlled Trials as Topic,Review
23631578,Epidemiology of association between maternal periodontal disease and adverse pregnancy outcomes--systematic review.,2013 Apr,Journal of periodontology,Ide M; Papapanou PN,Journal Article; Systematic Review,"Cross-Sectional Studies; Female; Humans; *Infant, Low Birth Weight; Periodontal Diseases; Pregnancy; *Pregnancy Outcome; Premature Birth/epidemiology; Prospective Studies",Review
31677052,"The assessment of stress, depression, and inflammation as a collective risk factor for periodontal diseases: a systematic review.",2020 Jan,Clinical oral investigations,Decker A; Askar H; Tattan M; Taichman R; Wang HL,Journal Article; Systematic Review,Adult; Animals; Cross-Sectional Studies; *Depression; Humans; *Inflammation; *Periodontal Diseases; *Psychological Distress; Risk Factors,Review
32266957,Periodontitis and risk for preeclampsia - a systematic review.,2020,Ginekologia polska,Konopka T; Zakrzewska A,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Cohort Studies; Female; Humans; *Periodontitis/complications/epidemiology; Pre-Eclampsia/*epidemiology; Pregnancy; Randomized Controlled Trials as Topic; Risk Factors,Review
38684998,Exploring the bi-directional relationship between periodontitis and dyslipidemia: a comprehensive systematic review and meta-analysis.,2024 Apr 29,BMC oral health,Ma W; Zou Z; Yang L; Lin D; Guo J; Shan Z; Hu Q; Wang Z; Li B; Fang J,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",Humans; *Dyslipidemias/complications/blood; *Periodontitis/complications/blood; Risk Factors; Triglycerides/blood,Review
25672656,Association between periodontal disease and overweight and obesity: a systematic review.,2015 Jun,Journal of periodontology,Keller A; Rohde JF; Raymond K; Heitmann BL,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",Humans; Longitudinal Studies; Obesity/*complications; Overweight/*complications; Periodontal Diseases/*complications; Risk Factors; Waist Circumference; Weight Gain,Review
34710980,Association between Smokeless Tobacco Use and Risk of Periodontitis in Asian Countries: A Systematic Review and Meta-Analysis.,2021 Oct 1,Asian Pacific journal of cancer prevention : APJCP,Mehta A; Ramanarayanan V; Karuveettil V; Janakiram C,Journal Article; Meta-Analysis; Systematic Review,"Asia; Bias; Cross-Sectional Studies; Gingival Recession/*etiology; Humans; India; Periodontal Attachment Loss/*etiology; Periodontal Pocket/etiology/pathology; Periodontitis/*etiology; Risk; Tobacco, Smokeless/*adverse effects",Review
31345000,The risk of periodontitis for peripheral vascular disease: a systematic review.,2019 Jun 30,Reviews in cardiovascular medicine,Wang J; Geng X; Sun J; Zhang S; Yu W; Zhang X; Liu H,Journal Article; Meta-Analysis; Systematic Review,Carotid Artery Diseases/diagnosis/*epidemiology; Humans; Incidence; Lower Extremity/*blood supply; Periodontitis/diagnosis/*epidemiology; Peripheral Arterial Disease/diagnosis/*epidemiology; Prognosis; Risk Assessment; Risk Factors,Review
28275229,Association between periodontal disease and polycystic ovary syndrome: a systematic review.,2017 May,International journal of impotence research,Kellesarian SV; Malignaggi VR; Kellesarian TV; Al-Kheraif AA; Alwageet MM; Malmstrom H; Romanos GE; Javed F,Journal Article; Systematic Review,Female; Humans; Periodontal Diseases/*complications/immunology/microbiology; Polycystic Ovary Syndrome/*complications/immunology/microbiology,Review
39093490,Adjunctive photobiomodulation to Basic Periodontal therapy using different low-power laser application techniques: a systematic review and meta-analysis.,2024 Aug 2,Lasers in medical science,da Silva RCM; da Silva LGC; Martins AA; de Araujo CM; Martins ARLA,Journal Article; Meta-Analysis; Systematic Review,Humans; *Low-Level Light Therapy/methods; Periodontal Diseases/radiotherapy/therapy; Treatment Outcome,Review
34609240,Unusual Findings in Trials Evaluating Adjuncts to Scaling and Root Planing: Meta-analysis (Part 1).,2022 Jul,JDR clinical and translational research,Gunsolley JC; Al-Abedalla K; Shaqman M; Ioannidou E,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Systematic Review",Anti-Bacterial Agents/therapeutic use; *Dental Scaling/methods; Humans; India; *Periodontitis/drug therapy; Root Planing/methods; United States,Review
25142259,Non-surgical periodontal therapy with systemic antibiotics in patients with untreated chronic periodontitis: a systematic review and meta-analysis.,2015 Jun,Journal of periodontal research,Keestra JA; Grosjean I; Coucke W; Quirynen M; Teughels W,Comparative Study; Journal Article; Meta-Analysis; Systematic Review,Anti-Bacterial Agents/*therapeutic use; Chronic Periodontitis/drug therapy/*therapy; Combined Modality Therapy; Dental Scaling/methods; Humans; Periodontal Debridement/*methods; Root Planing/methods; Treatment Outcome,Review
35718433,THE EFFECT OF COENZYME Q10 ON PERIODONTITIS: A SYSTEMATIC REVIEW AND META-ANALYSIS OF CLINICAL TRIALS.,2022 Jun,The journal of evidence-based dental practice,Rasoolzadeh EA; Shidfar F; Rasoolzadeh RA; Hezaveh ZS,Journal Article; Meta-Analysis; Systematic Review,Humans; *Periodontitis/drug therapy; Ubiquinone/analogs & derivatives,Review
35358767,Effect of the technique of photodynamic therapy against the main microorganisms responsible for periodontitis: A systematic review of in-vitro studies.,2022 Jun,Archives of oral biology,Sales LS; Miranda ML; de Oliveira AB; Ferrisse TM; Fontana CR; Milward M; Brighenti FL,Journal Article; Systematic Review,Anti-Bacterial Agents/therapeutic use; *Anti-Infective Agents/therapeutic use; Humans; *Periodontal Diseases/drug therapy; *Periodontitis/drug therapy/microbiology; *Photochemotherapy/methods; Photosensitizing Agents/pharmacology/therapeutic use,Review
32980832,Comparison Between Hand and Sonic/ Ultrasonic Instruments for Periodontal Treatment: Systematic Review with Meta-Analysis.,2020 Oct 1,Journal of the International Academy of Periodontology,Muniz FWMG; Langa GPJ; Pimentel RP; Martins JR; Pereira DH; Rosing CK,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",*Dental Scaling; Hand; Humans; *Periodontitis; Root Planing; Ultrasonics,Review
23432795,Periodontitis and chronic kidney disease: a systematic review of the association of diseases and the effect of periodontal treatment on estimated glomerular filtration rate.,2013 May,Journal of clinical periodontology,Chambrone L; Foz AM; Guglielmetti MR; Pannuti CM; Artese HP; Feres M; Romito GA,Journal Article; Systematic Review,"Bias; Glomerular Filtration Rate/*physiology; Humans; Periodontitis/*complications/therapy; Renal Insufficiency, Chronic/*complications/physiopathology; Risk Factors; Treatment Outcome",Review
29682757,Infrared lasers for the treatment of moderate to severe periodontitis: An American Academy of Periodontology best evidence review.,2018 Jul,Journal of periodontology,Chambrone L; Ramos UD; Reynolds MA,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review","Adolescent; Adult; *Chronic Periodontitis; Debridement; Dental Scaling; Humans; Lasers, Semiconductor; *Lasers, Solid-State; Root Planing; United States",Review
