Dataset,PMID,Title,Metric,Embedding_model,Value
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5810703039169312
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5181844234466553
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5533971786499023
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.67817223072052
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7265780568122864
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7083697319030762
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.8103243112564087
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6355762481689453
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",conclusion_to_background_plus_aim_alignment,MiniLM,0.6262895464897156
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7844770550727844
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6997676491737366
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.616451621055603
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6637158393859863
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4217965602874756
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.561247706413269
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5532367825508118
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6755470633506775
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4158967733383178
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.419820636510849
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.2162103205919265
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7943834662437439
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",conclusion_to_background_plus_aim_alignment,MiniLM,0.7167012095451355
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6331768035888672
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6932887434959412
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5024293661117554
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4887397289276123
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4963529109954834
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.694206714630127
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6322040557861328
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,conclusion_to_background_plus_aim_alignment,MiniLM,0.8764594197273254
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",conclusion_to_background_plus_aim_alignment,MiniLM,0.9052590131759644
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,conclusion_to_background_plus_aim_alignment,MiniLM,0.737261950969696
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4547770023345947
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.474199503660202
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5711027383804321
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6135038137435913
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6685916185379028
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7915327548980713
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",conclusion_to_background_plus_aim_alignment,MiniLM,0.8739005923271179
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6325705051422119
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7567603588104248
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.9124126434326172
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7660782933235168
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",conclusion_to_background_plus_aim_alignment,MiniLM,0.5227797031402588
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6072498559951782
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6762001514434814
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,conclusion_to_background_plus_aim_alignment,MiniLM,0.3501725196838379
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",conclusion_to_background_plus_aim_alignment,MiniLM,0.6517491340637207
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.387861967086792
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5963770747184753
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6117837429046631
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6430860757827759
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.89872145652771
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,conclusion_to_background_plus_aim_alignment,MiniLM,0.9138017892837524
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",conclusion_to_background_plus_aim_alignment,MiniLM,0.5848697423934937
Clinical,27145828,"The efficacy of Er,Cr:YSGG laser supported periodontal therapy on the reduction of peridodontal disease related oral malodor: a randomized clinical study.",conclusion_to_background_plus_aim_alignment,MiniLM,0.6578518152236938
Clinical,27477110,"Treatment of periodontal intrabony defects using autologous platelet-rich fibrin and titanium platelet-rich fibrin: a randomized, clinical, comparative study.",conclusion_to_background_plus_aim_alignment,MiniLM,0.3055537045001983
Clinical,26811350,Periodontal disease and risk of all cancers among male never smokers: an updated analysis of the Health Professionals Follow-up Study.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7333064079284668
Clinical,33687555,Changes in clinical parameters following adjunctive local sodium hypochlorite gel in minimally invasive nonsurgical therapy (MINST) of periodontal pockets: a 6-month randomized controlled clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6231546401977539
Clinical,25762359,Microbiologic Observations After Four Treatment Strategies Among Patients With Periodontitis Maintaining a High Standard of Oral Hygiene: Secondary Analysis of a Randomized Controlled Clinical Trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.269282579421997
Clinical,28667678,"Effects of photodynamic therapy in periodontal treatment: A randomized, controlled clinical trial.",conclusion_to_background_plus_aim_alignment,MiniLM,0.5395841598510742
Clinical,23969907,Treatment of intrabony defects with anorganic bone matrix/p-15 or guided tissue regeneration in patients with aggressive periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7259374856948853
Clinical,37814261,Repurposing Metformin for periodontal disease management as a form of oral-systemic preventive medicine.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4615601301193237
Clinical,25646170,Effect of a single session of antimicrobial photodynamic therapy using indocyanine green in the treatment of chronic periodontitis: a randomized controlled pilot trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4135676026344299
Clinical,31589587,Antimicrobial Photodynamic Therapy Using a Chloro-Aluminum Phthalocyanine Adjuvant to Nonsurgical Periodontal Treatment Does Not Improve Clinical Parameters in Patients with Chronic Periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.3459414839744568
Clinical,39396137,Evaluation of a new mouthwash formulated with Chlorhexidine and Cymenol after a scaling and root planing treatment in grade I and II periodontal patients.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5800654888153076
Clinical,32660549,A decision support system based on support vector machine for diagnosis of periodontal disease.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4832957088947296
Clinical,40875065,Efficacy of maxillary occlusal splints on mobile posterior teeth in patients with stage III or IV periodontitis during steps 1 and 2 of periodontal therapy: a randomized parallel-controlled clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6124549508094788
Clinical,26733449,"The relationship between recurrent aphthous stomatitis, and periodontal disease and Helicobacter Pylori infection.",conclusion_to_background_plus_aim_alignment,MiniLM,0.7051515579223633
Clinical,25972081,Platelet rich fibrin combined with decalcified freeze-dried bone allograft for the treatment of human intrabony periodontal defects: a randomized split mouth clinical trail.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6088289022445679
Clinical,40604898,Frequency of periodontal disease in head and neck cancer patients after radiation therapy: a cross-sectional study.,conclusion_to_background_plus_aim_alignment,MiniLM,0.8043741583824158
Clinical,38812644,The role of probiotics for preventing dysbiosis in periodontal disease: a randomized controlled trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.3034069240093231
Clinical,36876718,Effect of antibiotics as an adjuvant to subgingival instrumentation on systemic inflammation in patients with periodontitis: a randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5940151214599609
Clinical,29723659,Impact of green tea intake on clinical improvement in chronic periodontitis: A randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.660399854183197
Clinical,31543299,Clinical outcomes of adjunctive indocyanine green-diode lasers therapy for treating refractory periodontitis: A randomized controlled trial with in vitro assessment.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5095713138580322
Clinical,30834725,"Clinical effect of Lactobacillus on the treatment of severe periodontitis and halitosis: A double-blinded, placebo-controlled, randomized clinical trial.",conclusion_to_background_plus_aim_alignment,MiniLM,0.5188878774642944
Clinical,40317015,"Evaluation of annexin A1, carbonic anhydrase 1, and elongation factor 1-gamma levels in periodontal diseases.",conclusion_to_background_plus_aim_alignment,MiniLM,0.5120687484741211
Clinical,20490384,Impact of periodontal disease on quality of life.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4685314893722534
Clinical,30182639,Propolis as an adjuvant to non-surgical periodontal treatment: a clinical study with salivary anti-oxidant capacity assessment.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5082122683525085
Clinical,27384040,Efficacy of antimicrobial photodynamic therapy as an adjuvant in periodontal treatment in Down syndrome patients.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6359751224517822
Clinical,28678950,Effect of 1% sodium alendronate in the non-surgical treatment of periodontal intraosseous defects: a 6-month clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6027106642723083
Clinical,35645071,Immediate effects of diode laser (970+/-15 nm) on microbial load in patients with chronic periodontitis: A split-mouth study.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6199019551277161
Clinical,36841278,Effect of non-surgical periodontal therapy with adjunct photodynamic therapy on periodontal and glycemic statuses in prediabetic patients with periodontal disease.,conclusion_to_background_plus_aim_alignment,MiniLM,0.648478627204895
Clinical,37170229,Research efficacy of gaseous ozone therapy as an adjuvant to periodontal treatment on oxidative stress mediators in patients with type 2 diabetes: a randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.946538269519806
Clinical,25084111,Arterial stiffness and pulse wave reflection are increased in patients suffering from severe periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7523888945579529
Clinical,22694045,Clinical effects of Nd:YAG laser applications during nonsurgical periodontal treatment in smoking and nonsmoking patients with chronic periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6903271675109863
Clinical,20843236,Efficacy and safety of adjunctive local moxifloxacin delivery in the treatment of periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4649959206581116
Clinical,37066949,The effect of motivational interviewing based on the transtheoretical model on oral cleaning behavior of patients with periodontitis who have undergone implant restoration.,conclusion_to_background_plus_aim_alignment,MiniLM,0.6000173687934875
Clinical,26932733,Influence of a triclosan toothpaste on periodontopathic bacteria and periodontitis progression in cardiovascular patients: a randomized controlled trial.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5795273184776306
Clinical,27108476,"Systemic Inflammatory Biomarkers and Their Association With Periodontal and Diabetes-Related Factors in the Diabetes and Periodontal Therapy Trial, A Randomized Controlled Trial.",conclusion_to_background_plus_aim_alignment,MiniLM,0.691430389881134
Clinical,26291297,Microbiologic Findings in Relation to Risk Assessment for Periodontal Disease: A Cross-Sectional Study.,conclusion_to_background_plus_aim_alignment,MiniLM,0.8657864332199097
Clinical,23866479,The relationship between periodontal disease severity and state-trait anxiety level.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5312142968177795
Clinical,21698987,Clinical effectiveness of a desensitizing system on dentin hypersensitivity in periodontitis patients.,conclusion_to_background_plus_aim_alignment,MiniLM,
Clinical,34409624,Levels of myeloid-related proteins in saliva for screening and monitoring of periodontal disease.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7661865949630737
Clinical,30338757,Nos3 Gene Rs1799983 and Rs2070744 Polymorphisms in Patients with Periodontal Disease.,conclusion_to_background_plus_aim_alignment,MiniLM,0.7789269685745239
Clinical,33011399,Effectiveness of single versus multiple sessions of photodynamic therapy as adjunct to scaling and root planing on periodontopathogenic bacteria in patients with periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.5037609338760376
Clinical,27127325,Azithromycin buccal patch in treatment of chronic periodontitis.,conclusion_to_background_plus_aim_alignment,MiniLM,0.4372414946556091
Review,32316357,Does Diabetes Induce the Vascular Endothelial Growth Factor (VEGF) Expression in Periodontal Tissues? A Systematic Review.,conclusion_to_background_plus_aim_alignment,MPNet,0.6668599843978882
Review,39948158,The impact of e-cigarette use on periodontal health: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6614949107170105
Review,40897233,Clinical outcomes of periodontal regeneration using biologic agents alone or in combination with graft materials for intrabony defects: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6165595650672913
Review,39248301,The impact of systemic and topical antimicrobial therapy combined with non-surgical periodontal therapy: A meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6480104923248291
Review,27454460,Root coverage procedures improve patient aesthetics. A systematic review and Bayesian network meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6176430583000183
Review,26595831,Association of susceptible genotypes to periodontal disease with the clinical outcome and tooth survival after non-surgical periodontal therapy: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6481245756149292
Review,34246253,Effects of non-surgical periodontal therapy on periodontal clinical data in periodontitis patients with rheumatoid arthritis: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7107218503952026
Review,31577700,Association between the IL-10 rs1800872 polymorphisms and periodontitis susceptibility: A meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7774149179458618
Review,33179280,Is periodontal disease a risk indicator for colorectal cancer? A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7428963780403137
Review,41810713,Oral Health and Oral Hygiene Status Among the Particularly Vulnerable Tribal Groups (PVTGs) of India: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.8384205102920532
Review,26897256,Growth factors and beta-tricalcium phosphate in the treatment of periodontal intraosseous defects: A systematic review and meta-analysis of randomised controlled trials.,conclusion_to_background_plus_aim_alignment,MPNet,0.6682109236717224
Review,39808292,"Weighing up the potential of ""superfoods"" compounds of green tea or turmeric as adjuncts in comparison to established therapeutical approaches for periodontal disease.",conclusion_to_background_plus_aim_alignment,MPNet,0.7294929623603821
Review,26928597,The concomitant administration of systemic amoxicillin and metronidazole compared to scaling and root planing alone in treating periodontitis: =a systematic review=.,conclusion_to_background_plus_aim_alignment,MPNet,0.7636542916297913
Review,34608627,Periodontitis and Systemic Lupus Erythematosus: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7623579502105713
Review,36377800,Periodontitis and risk of immune-mediated systemic conditions: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7010218501091003
Review,24880982,Does periodontal treatment influence clinical and biochemical measures for rheumatoid arthritis? A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7158690094947815
Review,23151293,Effect of periodontal therapy on prevention of gastric Helicobacter pylori recurrence: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.4427580833435058
Review,37023342,Prevalence of periodontal disease among Vietnamese adults: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.57588791847229
Review,27825315,Periodontitis and gestational diabetes mellitus: a systematic review and meta-analysis of observational studies.,conclusion_to_background_plus_aim_alignment,MPNet,0.6219034790992737
Review,32051966,Association Between Periodontitis and Nosocomial Pneumonia: A Systematic Review and Meta-analysis of Observational Studies.,conclusion_to_background_plus_aim_alignment,MPNet,0.691582202911377
Review,31969148,Effects of non-surgical periodontal therapy on systemic inflammation and metabolic markers in patients undergoing haemodialysis and/or peritoneal dialysis: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.3230144381523132
Review,36261851,The effect of antiretroviral therapyon the periodontal conditions of patients with HIV infection: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.3884707689285278
Review,20024665,Photodynamic therapy as an adjunctive treatment for chronic periodontitis: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.2562038898468017
Review,40335202,PERIODONTITIS AS A RISK FACTOR FOR DEMENTIA: A SYSTEMATIC REVIEW AND META-ANALYSIS.,conclusion_to_background_plus_aim_alignment,MPNet,0.8157655596733093
Review,38629069,"Higher odds of periodontitis in systemic lupus erythematosus compared to controls and rheumatoid arthritis: a systematic review, meta-analysis and network meta-analysis.",conclusion_to_background_plus_aim_alignment,MPNet,0.7569328546524048
Review,27796062,Oral health status of children and young adults with autism spectrum disorders: systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6911543607711792
Review,35797566,A Systematic Review and Meta-Analysis of the Association Between Periodontal Disease and Severe Mental Illness.,conclusion_to_background_plus_aim_alignment,MPNet,0.7049378156661987
Review,33864280,Periodontal health status of children and adolescents with diabetes mellitus: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6053686141967773
Review,25261053,Global burden of severe periodontitis in 1990-2010: a systematic review and meta-regression.,conclusion_to_background_plus_aim_alignment,MPNet,0.5967487096786499
Review,37173720,Periostin level in gingival crevicular fluid in periodontal disease: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.5840197801589966
Review,35119242,Is there an association between periodontal diseases and ABO blood group? Systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6912646293640137
Review,40576216,The Impacts of Probiotics Supplementation on the Treatment of Periodontitis: An Umbrella Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6988767385482788
Review,26881700,Clinical research activity in periodontal medicine: a systematic mapping of trial registers.,conclusion_to_background_plus_aim_alignment,MPNet,0.9049569368362428
Review,40218924,"The Role of Vitamin B Complex in Periodontal Disease: A Systematic Review Examining Supplementation Outcomes, Age Differences in Children and Adults, and Aesthetic Changes.",conclusion_to_background_plus_aim_alignment,MPNet,0.9244465827941896
Review,33904994,Association between clinical measures of gingival inflammation and obesity in adults: systematic review and meta-analyses.,conclusion_to_background_plus_aim_alignment,MPNet,0.7958369255065918
Review,26932392,The effectiveness of low-level laser therapy as an adjunct to non-surgical periodontal treatment: a meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.4400802254676819
Review,35061134,Role of proinflammatory mutations in peri-implantitis: systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.4590546190738678
Review,27585589,Do periapical and periodontal pathologies affect Schneiderian membrane appearance? Systematic review of studies using cone-beam computed tomography.,conclusion_to_background_plus_aim_alignment,MPNet,0.5759692788124084
Review,36746669,Effects of periodontal treatment on the C-reactive protein levels in hemodialysis patients: A systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6669005155563354
Review,30154031,Bariatric surgery and periodontal status: A systematic review with meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7318364381790161
Review,34495401,Prevalence of red and orange microbial complexes in endodontic-periodontal lesions: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.8461852073669434
Review,41253726,"Depression is associated with periodontitis, dental caries and edentulism: A systematic review and meta-analysis of observational studies.",conclusion_to_background_plus_aim_alignment,MPNet,0.9129493236541748
Review,24697584,Systematic review of the adjunctive use of diode and Nd:YAG lasers for nonsurgical periodontal instrumentation.,conclusion_to_background_plus_aim_alignment,MPNet,0.6903015375137329
Review,26329272,Efficacy of adjunctive laser in non-surgical periodontal treatment: a systematic review and meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.7164000868797302
Review,39185624,Association between Periodontal Diseases and the Risk of Site-Specific Gastrointestinal Cancers: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.93992018699646
Review,36353241,Obesity and periodontitis: A systematic review and updated meta-analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.78862065076828
Review,27617985,"A Systematic Review on the Implication of Minerals in the Onset, Severity and Treatment of Periodontal Disease.",conclusion_to_background_plus_aim_alignment,MPNet,0.5304926633834839
Review,39343995,Periodontitis and Oral Health-Related Quality of Life: A Systematic Review and Meta-Analysis.,conclusion_to_background_plus_aim_alignment,MPNet,0.6226260662078857
Review,32052179,Clinical efficacy of minimally invasive surgical (MIS) and non-surgical (MINST) treatments of periodontal intra-bony defect. A systematic review and network meta-analysis of RCT's.,conclusion_to_background_plus_aim_alignment,MPNet,0.7696120738983154
Review,32233092,Do patients with aggressive and chronic periodontitis exhibit specific differences in the subgingival microbial composition? A systematic review.,conclusion_to_background_plus_aim_alignment,MPNet,0.3658643066883087
Clinical,28321995,"Clinical and microbiological efficacy of 4% Garcinia mangostana L. pericarp gel as local drug delivery in the treatment of chronic periodontitis: A randomized, controlled clinical trial.",conclusion_to_background_plus_aim_alignment,MPNet,0.5893112421035767
Clinical,28474968,Additive Effect of Plasma Rich in Growth Factors With Guided Tissue Regeneration in Treatment of Intrabony Defects in Patients With Chronic Periodontitis: A Split-Mouth Randomized Controlled Clinical Trial.,conclusion_to_background_plus_aim_alignment,MPNet,0.4337555170059204
Clinical,36414947,Effects of omega-3 supplementation as an adjunct to non-surgical periodontal therapy on periodontal parameters in periodontitis patients: a randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MPNet,0.6340026259422302
Clinical,27013640,Amoxicillin Plus Metronidazole Therapy for Patients with Periodontitis and Type 2 Diabetes: A 2-year Randomized Controlled Trial.,conclusion_to_background_plus_aim_alignment,MPNet,0.6415655612945557
Clinical,40631715,Evaluation of the periodontal status and systemic diseases in dental patients in Turkey.,conclusion_to_background_plus_aim_alignment,MPNet,0.6106404066085815
Clinical,21059869,FGF-2 stimulates periodontal regeneration: results of a multi-center randomized clinical trial.,conclusion_to_background_plus_aim_alignment,MPNet,0.9288575649261476
Clinical,28025432,Visfatin levels in gingival crevicular fluid and serum before and after non-surgical treatment for periodontal diseases.,conclusion_to_background_plus_aim_alignment,MPNet,0.9278937578201294
Clinical,40123306,"Systemic Azithromycin as an Adjunct to Non-Surgical Subgingival Instrumentation in the Treatment of Stage III/IV, Grade C Periodontitis: 12-Month Clinical, Microbiological and Cytokine Results of a Randomised Controlled Trial.",conclusion_to_background_plus_aim_alignment,MPNet,0.6362369060516357
